tweet_id,month,text,country
6.25E+17,2015-08-25 00:31:52.000000 UTC,34586228,Breaking news   MILLION VISION  SCAMS  Ex Glory man Million Butshiire on scam counts  Gabrielle Knowles July        http   t co f XfGiIJDd,,,AUS
6.25E+17,2015-08-25 00:31:52.000000 UTC,139575150,RT  JulianBurnside  ALP knows that boat people are not illegal  but they plan to treat them like criminals  just as the LNP does  Don t vot   ,,,AUS
6.25E+17,2015-08-25 00:31:52.000000 UTC,953426281,RT  lostmyseIf  Even if you called   months later  at  am     I   d still answer     I ll always care,,,AUS
6.25E+17,2015-08-25 00:31:52.000000 UTC,612268023,Final feliz em livros de romance e filmes  Mesmo assim  os personagens sofrem um bocado at   a hist  ria ter terminado   y ,,,AUS
6.25E+17,2015-08-25 00:31:52.000000 UTC,1258342568,OH   MY   ASJHKDJSHDFS  SHUT UP AND TAKE MY MONEY   Hungry  FoodPorn  INeedThis http   t co CG  zby dX,,,AUS
6.25E+17,2015-08-25 00:31:52.000000 UTC,49376258, And that s why I want to be president  https   t co qk c lmQOo,,,AUS
6.25E+17,2015-08-25 00:31:52.000000 UTC,229675248,     From   until late I think bout chu ,,,AUS
6.25E+17,2015-08-25 00:31:52.000000 UTC,26189696, g gracie   australian  AustralianLabor This information available on our donations disclosure page here  https   t co fwaupmPXiq,6.25E+17,1607922168,AUS
6.25E+17,2015-08-25 00:31:52.000000 UTC,709063154,Have you got your tickets yet  Don t miss out   raminkarimloo as JVJ in  LesMizBway is finishing soon       ,,,AUS
6.25E+17,2015-08-25 00:31:52.000000 UTC,1634875476,RT  Tha SOSFamily  BRUCE WILLIS BRUCE WILLIS BRUCE WILLIS BRUCE WILLIS BRUCE WILLIS BRUCE WILLIS BRUCE WILLIS BRUCE WILLIS BRUCE WILLIS htt   ,,,AUS
6.25E+17,2015-08-25 00:31:52.000000 UTC,226823170, royslions  BrizLionGooner  WazzaH    thelistmanager  waibel    i disagree sorry glen suns with gazz and dixon can tear us apart sadly,6.25E+17,385842822,AUS
6.25E+17,2015-08-25 00:31:52.000000 UTC,170572517,Lisa needs braces ,,,AUS
6.25E+17,2015-08-25 00:31:52.000000 UTC,953426281,RT  lostmyseIf  somewhere between fuck you and fuck me,,,AUS
6.25E+17,2015-08-25 00:31:52.000000 UTC,14321152,RT  torproject  We re having fun trying Ricochet  p p  open source  hidden service  supersekrit  messaging https   t co  c   N rvF http   t   ,,,AUS
6.25E+17,2015-08-25 00:31:52.000000 UTC,12997712,RT  MikeCarlton            bloody TV channels and nothing to watch on any of them    I might read one of those old fashioned book thingies  ,,,AUS
6.25E+17,2015-08-25 00:31:52.000000 UTC,273353770, KiaraAllard see she really does change lives,6.25E+17,355577693,AUS
6.25E+17,2015-08-25 00:31:52.000000 UTC,238524379,RT  LifeExtension  What s your favorite medicinal herb  http   t co SqP  wjWVW  saffron  herbs http   t co MWSeSmUw A,,,AUS
6.25E+17,2015-08-25 00:31:52.000000 UTC,63171932, Cefiroso De hecho me acord   de ti cuando lo le     ,,,AUS
6.25E+17,2015-08-25 00:31:52.000000 UTC,551250050,How did she only just have a baby    weeks ago                         SandraBland  goals http   t co V ariKHi  ,,,AUS
6.25E+17,2015-08-25 00:31:52.000000 UTC,220543970, billshortenmp Processing of refugee applications still takes too long,6.25E+17,137198586,AUS
